	Title	Href	Leadtext	Tag	Datetime
152	"Θάνατος τριών κοριτσιών: Οι γιατροί ""φωτογραφίζουν"" την Πισπιρίγκου "	https://www.news247.gr/koinonia/thanatos-trion-koritsion-oi-giatroi-fotografizoyn-tin-pispirigkoy.9625023.html	Για μία ακόμη φορά οι γιατροί του Καραμανδάνειου νοσοκομείου αναφέρουν στις καταθέσεις τους ότι η ανακοπή που υπέστη η Τζωρτζίνα δεν μπορεί να εξηγηθεί. 	ΡΟΥΛΑ ΠΙΣΠΙΡΙΓΚΟΥ	09 Μαΐου 2022 23:00
153	"Πάτρα: Στο φως μηνύματα των Πισπιρίγκου - Δασκαλάκη: ""Κάθε φορά που χωρίζουμε θα έχουμε μία απώλεια;"""	https://www.news247.gr/koinonia/patra-sto-fos-grapta-minymata-ton-pispirigkoy-daskalaki-kathe-fora-poy-chorizoyme-tha-echoyme-mia-apoleia.9623193.html	Νέες αποκαλύψεις που σοκάρουν από τα μηνύματα που αντάλλασσαν Ρούλα Πισπιρίγκου και Μάνος Δασκαλάκης πριν και μετά τους θανάτους των τριών κοριτσιών.	ΠΑΤΡΑ	08 Μαΐου 2022 12:35
154	Πάτρα: Νέες τοξικολογικές για Μαλένα και Ίριδα - Τι ανησυχεί τον Μάνο και γιατί απομονώθηκε	https://www.news247.gr/koinonia/patra-nees-toxikologikes-gia-malena-kai-irida-ti-anisychei-ton-mano-kai-giati-apomonothike.9621994.html	"Νέος κύκλος τοξικολογικών ερευνών για τα αίτια θανάτου της Μαλένας και της Ίριδας. Οι μαρτυρίες για τη ""χειριστική Ρούλα"" και τον πατέρα των αδικοχαμένων κοριτσιών."	ΠΑΤΡΑ	07 Μαΐου 2022 08:15
155	Πάτρα: Στην τελική ευθεία οι καταθέσεις γιατρών και νοσηλευτών - Η επόμενη κίνηση του Μάνου Δασκαλάκη	https://www.news247.gr/koinonia/patra-stin-teliki-eytheia-oi-katatheseis-giatron-kai-nosileyton-i-epomeni-kinisi-toy-manoy-daskalaki.9619261.html	Ολοκληρώνονται οι καταθέσεις γιατρών και νοσηλευτών που ασχολήθηκαν με την περίπτωση της 9χρονης Τζωρτζίνας. Τα στοιχεία που προκύπτουν για τη χορήγηση κεταμίνης.	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	05 Μαΐου 2022 06:36
156	Φως στο Τούνελ: Η Αγγελική Νικολούλη επιστρέφει με αποκαλύψεις για την Πάτρα	https://www.news247.gr/psixagogia/tileorasi/fos-sto-toynel-i-aggeliki-nikoloyli-epistrefei-me-apokalypseis-gia-tin-patra.9618380.html	"Επιστρέφει με νέο επεισόδιο την Παρασκευή (06/05) η εκπομπή ""Φως στο Τούνελ"" της Αγγελικής Νικολούλης και το trailer ""υπόσχεται"" νέες αποκαλύψεις για τον θάνατο των τριών παιδιών στην Πάτρα."	ΠΑΤΡΑ	04 Μαΐου 2022 09:43
157	Πάτρα - Θάνατος Τζωρτζίνας: Συνεχίζονται οι καταθέσεις γιατρών και νοσηλευτών	https://www.news247.gr/koinonia/patra-thanatos-tzortzinas-synechizontai-oi-katatheseis-giatron-kai-nosileyton.9615967.html	Απαντήσεις για τη διαδρομή της κεταμίνης αναμένει η ανακρίτρια η οποία το επόμενο διάστημα θα λάβει καταθέσεις από περίπου 15 άτομα. Εν αναμονή του πορίσματος για την Ίριδα και τη Μαλένα.	ΠΑΤΡΑ	02 Μαΐου 2022 07:08
158	"Ρούλα Πισπιρίγκου: Νέα στοιχεία την ""καίνε"" για την χορήγηση κεταμίνης στην Τζωρτζίνα"	https://www.news247.gr/koinonia/eglima/royla-pispirigkoy-nea-stoicheia-tin-kaine-gia-tin-chorigisi-ketaminis-stin-tzortzina.9614918.html	"""Κλειδί"" της εξιχνίασης της υπόθεσης θανάτου της 9χρονης Τζωρτζίνας, η κεταμίνη. Πότε το νοσοκομείο του Ρίου έδωσε την ουσία στο παιδί, σύμφωνα με τον διευθυντή της ΜΕΘ και πόσες φορές αναφέρει η δικογραφία ότι έγινε χορήγηση. "	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	30 Απριλίου 2022 20:44
159	"Πάτρα: Εντόπισαν τεχνικό υπολογιστών που ""έσβηνε"" ίχνη της Πισπιρίγκου"	https://www.news247.gr/koinonia/patra-entopisan-techniko-ypologiston-poy-esvine-ichni-tis-pispirigkoy.9611992.html	"Έναν τεχνικό Η/Υ που ""συνεργαζόταν"" με την Ρούλα Πισπιρίγκου την τελευταία τριετία εντόπισαν οι αρχές. Φέρεται να διέγραφε τις αναζητήσεις της, με την υποδειξή της. Αναμένεται να καταθέσει."	ΠΑΤΡΑ	28 Απριλίου 2022 10:10
160	Υπόθεση Πάτρας: Διατάχθηκε πειθαρχικός έλεγχος σε βάρος των πρώτων ιατροδικαστών	https://www.news247.gr/koinonia/ypothesi-patras-diatachthike-peitharchikos-elegchos-se-varos-ton-iatrodikaston.9686390.html	Τη διενέργεια πειθαρχικού ελέγχου των ιατροδικαστών που διερεύνησαν τα αίτια θανάτου των παιδιών στην Πάτρα, για πιθανή τέλεση παραπτωμάτων, παρήγγειλε ο υπουργός Δικαιοσύνης, Κώστας Τσιάρας.	ΠΑΤΡΑ	04 Ιουλίου 2022 16:45
161	"Υπόθεση Πάτρας - Τσιάρας: ""Ξεκινά άμεσα πειθαρχικός έλεγχος των ιατροδικαστών"""	https://www.news247.gr/koinonia/eglima/ypothesi-patras-tsiaras-xekina-amesa-peitharchikos-elegchos-ton-iatrodikaston.9684556.html	Τη διενέργεια πειθαρχικού ελέγχου των ιατροδικαστών που συνέταξαν τις πρώτες εκθέσεις για τον θάνατο της Μαλένας και της Ίριδας στην Πάτρα, προανήγγειλε ο υπουργός Δικαιοσύνης.	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	02 Ιουλίου 2022 20:22
162	Ρούλα Πισπιρίγκου: Αστυνομικοί στο κελί της για την επίδοση της κλήσης σε ανωμοτί κατάθεση	https://www.news247.gr/koinonia/eglima/royla-pispirigkoy-simera-i-epidosi-tis-klisis-se-anomoti-katathesi.9681943.html	Η ύποπτη για τις δολοφονίες της Μαλένας και της Ίριδας, θα ζητήσει να δοθεί εγγράφως η κατάθεσή μέσω του δικηγόρου της εντός ενός χρονικού διαστήματος 5-10 ημερών	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	30 Ιουνίου 2022 11:55
163	Ρούλα Πισπιρίγκου: Καλείται ως μόνη ύποπτη για την ανθρωποκτονία των Ίριδας και Μαλένας	https://www.news247.gr/koinonia/royla-pispirigkoy-kaleitai-os-moni-ypopti-gia-tin-anthropoktonia-ton-iridas-kai-malenas.9680844.html	Εξηγήσεις για τους θανάτους των δύο μικρότερων παιδιών της, Ίριδας και Μαλένας καλείται να δώσει η Ρούλα Πισπιρίγκου. Πλέον κρίνεται ως η μόνη ύποπτη για τις ανθρωποκτονίες των τριών κοριτσιών.	ΡΟΥΛΑ ΠΙΣΠΙΡΙΓΚΟΥ	29 Ιουνίου 2022 11:11
164	Δεν είμαι ο Ηρακλής Πουαρό, είμαι ο Θανάσης Κατερινόπουλος	https://www.news247.gr/sunday-edition/den-eimai-o-iraklis-poyaro-eimai-o-thanasis-katerinopoylos.9676213.html	"Ο άνθρωπος που αν δεν είχε γίνει αστυνομικός σήμερα θα ήταν ψυχολόγος, μιλά στο Magazine για τα χρόνια στην Αντιτρομοκρατική Υπηρεσία. Από την εξάρθρωση της ""17 Νοέμβρη"" και το φιάσκο με τον Σορίν Ματέι μέχρι την υπόθεση της Πάτρας και την... πολιτική."	ΣΥΝΕΝΤΕΥΞΗ	25 Ιουνίου 2022 08:49
165	Ρούλα Πισπιρίγκου: Όσα ρωτούσε στις συνομιλίες της με την Αγγελική Νικολούλη	https://www.news247.gr/koinonia/royla-pispirigkoy-osa-rotoyse-stis-synomilies-tis-me-tin-aggeliki-nikoloyli.9677231.html	"Ο τραγικός επίλογος των ερευνών της τριπλής παιδοκτονίας στην Πάτρα σύμφωνα με τους επιστήμονες, που σόκαρε το πανελλήνιο, γράφτηκε το βράδυ της Παρασκευής 24 Ιουνίου στο ""Τούνελ""."	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	25 Ιουνίου 2022 07:57
166	Πάτρα: Έρχονται κλήσεις υπόπτων για κατάθεση - Στην Εισαγγελία τα νέα στοιχεία για Ίριδα και Μαλένα	https://www.news247.gr/koinonia/patra-erchontai-kliseis-ypopton-gia-katathesi-stin-eisaggelia-ta-nea-stoicheia-gia-irida-kai-malena.9675560.html	Οι εισαγγελικοί λειτουργοί δεν αποκλείεται μέχρι την επόμενη εβδομάδα να καλέσουν πρόσωπα για καταθέσεις σχετικά με αξιόποινες πράξεις. Κλήση για ανωμοτί κατάθεση και στη Πισπιρίγκου για τα άλλα δύο παιδιά.	ΠΑΤΡΑ	23 Ιουνίου 2022 17:01
167	Φως στο Τούνελ: Ο τραγικός επίλογος στο θρίλερ της Πάτρας - Δείτε το trailer	https://www.news247.gr/psixagogia/tileorasi/fos-sto-toynel-o-tragikos-epilogos-sto-thriler-tis-patras-deite-to-trailer.9674706.html	"Συγκλονιστικό αναμένεται το τελευταίο επεισόδιο της εκπομπής ""Φως στο Τούνελ"" για την υπόθεση της Πάτρας. Δείτε το trailer της Παρασκευής (24/06)."	ΠΑΤΡΑ	22 Ιουνίου 2022 21:04
168	"Δικηγόρος Ρούλας Πισπιρίγκου: ""Καμία επικοινωνία με Μάνο Δασκαλάκη"" - Τι είπε για την κατάθεση της αδερφής της"	https://www.news247.gr/koinonia/dikigoros-roylas-pispirigkoy-kamia-epikoinonia-me-mano-daskalaki-ti-eipe-gia-tin-katathesi-tis-aderfis-tis.9673762.html	"""Δεν έχουμε το πόρισμα"" δήλωσε ο Όθωνας Παπαδόπουλος, ο οποίος αποκάλυψε πως ""υπήρξε μηνυτήρια αναφορά στον εισαγγελέα"" μετά τον θάνατο της Μαλένας από τη Ρούλα Πισπιρίγκου."	ΠΑΤΡΑ	22 Ιουνίου 2022 08:18
169	Υπόθεση Πάτρας: Για δέκα ώρες κατέθετε η Δήμητρα Πισπιρίγκου - Τι ρωτήθηκε	https://www.news247.gr/koinonia/ypothesi-patras-gia-deka-ores-katethete-i-dimitra-pispirigkoy-ti-rotithike.9673671.html	Η πλέον μαραθώνια κατάθεση ήταν αυτή της αδερφής της Ρούλας Πισπιρίγκου, η οποία ρωτήθηκε πολλές φορές για την επίμαχη ημέρα του θανάτου της μικρής Ίριδας. Πολλές οι ερωτήσεις και για τις σχέσεις των μελών της οικογένειας μεταξύ τους.	ΠΑΤΡΑ	21 Ιουνίου 2022 23:07
170	Πάτρα: Μαραθώνια η κατάθεση της Δήμητρας Πισπιρίγκου	https://www.news247.gr/koinonia/patra-oloklirothike-i-marathonia-katathesi-tis-dimitras-pispirigkoy.9673282.html	Βροχή ερωτήσεων στην αδερφή της Ρούλας Πισπιρίγκου, Δήμητρα, που κλήθηκε στη Ασφάλεια για κατάθεση. Την αποδοκίμασαν κατά την είσοδό της. 	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	21 Ιουνίου 2022 21:38
171	Στην ΓΑΔΑ η αδελφή της Ρούλας Πισπιρίγκου - Ήταν παρούσα στον θάνατο της Ίριδας	https://www.news247.gr/koinonia/eglima/stin-gada-gia-katathesi-i-adelfi-tis-roylas-pispirigkoy-itan-paroysa-ston-thanato-tis-iridas.9673031.html	Ολοκληρώνεται σταδιακά ο κύκλος της προανάκρισης από το Ανθρωποκτονιών για τις συνθήκες θανάτου των δύο μικρότερων κοριτσιών της οικογένειας από την Πάτρα, της Μαλένας και της Ίριδας. Καταθέτει η Δήμητρα Πισπιρίγκου. Γιουχαΐσματα από τους συγκεντρωμένους.	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	21 Ιουνίου 2022 12:39
172	Η Πισπιρίγκου θα αμφισβητήσει το πόρισμα για Ίριδα και Μαλένα - Στη ΓΑΔΑ η αδερφή της	https://www.news247.gr/koinonia/i-pispirigkoy-tha-amfisvitisei-to-porisma-gia-irida-kai-malena-sti-gada-i-aderfi-tis.9672762.html	Ο δικηγόρος της Πισπιρίγκου τόνισε πως εάν η Ρούλα ήταν ένοχη δεν θα παρέδιδε το ματωμένο πανάκι στις Αρχές. Επιμένει στις θέσεις της, συνεχίζονται οι καταθέσεις.	ΠΑΤΡΑ	21 Ιουνίου 2022 09:06
173	Πάτρα: Τι περιγράφει το ιατροδικαστικό πόρισμα για τον ασφυκτικό θάνατο της Μαλένας και της Ίριδας	https://www.news247.gr/koinonia/patra-ti-perigrafei-to-iatrodikastiko-porisma-gia-ton-asfyktiko-thanato-tis-malenas-kai-tis-iridas.9672237.html	"Στα χέρια του Ανθρωποκτονιών προκειμένου οι αστυνομικοί να καταλήξουν στο ποιος είναι πίσω από τον εξωγενή παράγοντα. Για ""μηχανισμό βίαιου θανάτου"" κάνει λόγο το πόρισμα."	ΠΑΤΡΑ	20 Ιουνίου 2022 17:56
174	Πάτρα: Σε ασφυξία οφείλεται ο θάνατος Μαλένας και Ίριδας - Τι δείχνει το πόρισμα των ιατροδικαστών 	https://www.news247.gr/koinonia/patra-se-asfyxia-ofeiletai-o-thanatos-malenas-kai-iridas-ti-deichnei-to-porisma-ton-iatrodikaston.9671799.html	Κατατέθηκε το πόρισμα των ιατροδικαστών κ.κ. Καρακούκη και Καλογρηά για τον θάνατο της Μαλένας και της Ίριδας. Το κοινό στοιχείο στις εξετάσεις των κοριτσιών και η αιτία θανάτου. 	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	20 Ιουνίου 2022 12:03
175	Πάτρα: Ξεκινούν νέες καταθέσεις από την οικογένεια της Ρούλας Πισπιρίγκου	https://www.news247.gr/koinonia/patra-xekinoyn-nees-katatheseis-apo-tin-oikogeneia-tis-roylas-pispirigkoy.9671410.html	Άρχισε και επίσημα η αντίστροφη μέτρηση για το θρίλερ της Πάτρας, κυρίως για την αιτία των θανάτων των άλλων δύο παιδιών της οικογένειας. Τη Δευτέρα καταθέτουν συγγενείς της Πισπιρίγκου.	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	19 Ιουνίου 2022 21:52
176	Πάτρα: Το πανάκι δίνει απαντήσεις για τον θάνατο της Ίριδας - Η αποκάλυψη της Αγγελικής Νικολούλη	https://www.news247.gr/koinonia/patra-fos-sto-toynel-ntokoymento-aggeliki-nikoloyli-to-panaki-dinei-apantiseis-gia-thanato-iridas-pispirigkoy.9670050.html	Στην τελική ευθεία, παρά τις συνεχείς αναβολές, φαίνεται πως βρίσκεται η πολύκροτη υπόθεση θανάτου των τριών παιδιών από την Πάτρα. Όλα τα νέα στοιχεία.	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	18 Ιουνίου 2022 08:16
177	"Πάτρα: Την Τρίτη το πόρισμα των ιατροδικαστών για Μαλένα και Ίριδα - ""Βλέπουν"" εγκληματική ενέργεια "	https://www.news247.gr/koinonia/patra-tin-triti-to-porisma-ton-iatrodikaston-gia-malena-kai-irida-vlepoyn-egklimatiki-energeia.9669830.html	Εξελίξεις αναμένονται την ερχόμενη εβδομάδα, όταν αναμένεται να παραδοθεί το πόρισμα των ιατροδικαστών για τους θανάτους της Μαλένας και της Ίριδας.	ΠΑΤΡΑ	17 Ιουνίου 2022 22:35
178	"Μάνος Δασκαλάκης: ""Αν αποδειχθούν όλα αυτά τότε ζούσα για χρόνια με μία άλλη γυναίκα"""	https://www.news247.gr/koinonia/eglima/manos-daskalakis-an-apodeichthoyn-ola-ayta-tote-zoysa-gia-chronia-me-mia-alli-gynaika.9669578.html	Αν και για την Τζορτζίνα εμφανίζεται πεπεισμένος για την ενοχή της πρώην συζύγου του, για τα άλλα δύο παιδιά που αφορούσε η συγκεκριμένη κατάθεση, εμφανίστηκε μάλλον αμφιταλαντευόμενος	ΠΑΤΡΑ	17 Ιουνίου 2022 18:32
179	Πάτρα: Στο Ανθρωποκτονιών ο Δασκαλάκης - Στοχευμένη λήψη συμπληρωματικών καταθέσεων	https://www.news247.gr/koinonia/patra-sto-anthropoktonion-o-daskalakis-stocheymeni-lipsi-sympliromatikon-katatheseon.9668153.html	Άνδρες του Τμήματος Εγκλημάτων κατά Ζωής βρίσκονται στην Πάτρα για στοχευμένες συμπληρωματικές καταθέσεις από συγκεκριμένα πρόσωπα. Τα επόμενα 24ωρα το τελικό πόρισμα των ιατροδικαστών για την Μαλένα και την Ίριδα.	ΠΑΤΡΑ	16 Ιουνίου 2022 15:50
180	Πάτρα - Ιατροδικαστής Αγγελική Τσιόλα: Η κατάθεση-κόλαφος για τoν θάνατο της Ίριδας	https://www.news247.gr/koinonia/patra-iatrodikastis-aggeliki-tsiola-i-katathesi-kolafos-gia-ton-thanato-tis-iridas.9668039.html	Υπό άκρα μυστικότητα και για περισσότερες από πέντε ώρες κατέθεσε σε κλιμάκιο του Ανθρωποκτονιών η Ιατροδικαστής που πραγματοποίησε τη νεκροψία-νεκροτομή στην Ίριδα. Στη ΓΑΔΑ ο Μάνος Δασκαλάκης.	ΠΑΤΡΑ	16 Ιουνίου 2022 14:25
181	Πάτρα: Καθαρές οι τοξικολογικές εξετάσεις της Μαλένας και Ίριδας	https://www.news247.gr/koinonia/patra-kathares-oi-toxikologikes-exetaseis-tis-malenas-kai-iridas.9666116.html	Παραδόθηκε το πόρισμα από το εργαστήριο του κ. Ράικου, το οποίο αφορά τον επανέλεγχο των τοξικολογικών της Μαλένας και Ίριδας.	ΠΑΤΡΑ	14 Ιουνίου 2022 23:05
182	Πάτρα: Σφραγίζεται το σπίτι της σπιτονοικυκυράς των Δασκαλάκη - Πισπιρίγκου	https://www.news247.gr/koinonia/patra-sfragizetai-to-spiti-tis-spitonoikykyras-ton-daskalaki-pispirigkoy.9648889.html	Σφραγίζεται το ακίνητο της σπιτονοικοκυράς του Μάνου Δασκαλάκη και της Ρούλας Πισπιρίγκου. Απορρίφθηκαν τα ασφαλιστικά μέτρα για την παραχώρηση των κλειδιών του σπιτιού στους συγγενείς της σπιτονοικοκυράς.	ΠΑΤΡΑ	30 Μαΐου 2022 13:29
183	"Πάτρα: Νέο σοκαριστικό σημείωμα της Τζωρτζίνας - ""Μαμά είσαι κακιά"""	https://www.news247.gr/koinonia/patra-neo-sokaristiko-simeioma-tis-tzortzinas-mama-eisai-kakia.9646523.html	Τις σχέσεις με την μητέρα της, Ρούλα Πισπιρίγκου δείχνει ένα νέο σημείωμα της άτυχης Τζωρτζίνας σε τετράδιο που χρησιμοποιούσε στο σχολείο. 	ΡΟΥΛΑ ΠΙΣΠΙΡΙΓΚΟΥ	27 Μαΐου 2022 22:43
184	Θάνατος παιδιών στην Πάτρα: Η ανακρίτρια αποφασίζει για την εκταφή της σορού της Τζωρτζίνας	https://www.news247.gr/koinonia/thanatos-paidion-stin-patra-katethese-o-iatrodikastis-mpoyzianis.9645087.html	Η υπόθεση του θανάτου της 9χρονης Τζωρτζίνας προχώρησε με την κατάθεση του ιατροδικαστή Σωτήρη Μπουζιάνη. Αναμονή για το αν θα γίνει δεκτή η εισήγηση για την εκταφή. 	ΠΑΤΡΑ	26 Μαΐου 2022 17:43
185	Πάτρα: Ηχητικά ντοκουμέντα από διαλόγους Ρούλας - Μάνου - Τι λέει ο δικηγόρος της	https://www.news247.gr/koinonia/patra-ichitika-ntokoymenta-apo-dialogoys-roylas-manoy-ti-leei-o-dikigoros-tis.9633727.html	Νέα στοιχεία στην πολύκροτη υπόθεση της Πάτρας  που έχει συγκλονίσει το πανελλήνιο έρχονται στο φως. Αυτή τη φορά, τα νέα δεδομένα αφορούν έναν αποκαλυπτικό διάλογο μεταξύ της Ρούλας Πισπιρίγκου και του Μάνου Δασκαλάκη σχετικά με τα χρήματα της σπιτονοικοκυράς.	ΠΑΤΡΑ	17 Μαΐου 2022 14:41
186	Πάτρα: Ηχητικό ντοκουμέντο - Ο διάλογος της Ρούλας Πισπιρίγκου με την Τζωρτζίνα λίγο πριν από την πρώτη ανακοπή	https://www.news247.gr/koinonia/patra-ichitiko-ntokoymento-o-dialogos-tis-roylas-pispirigkoy-me-tin-tzortzina-ligo-prin-apo-tin-proti-anakopi.9632797.html	Η καταγραφή της Ρούλας Πισπιρίγκου λίγα λεπτά μετά την εισαγωγή της μικρής Τζωρτζίνας στο Καραμανδάνειο. Οι ερωτήσεις για τον Μάνο Δασκαλάκη, τέσσερις ημέρες πριν από την πρώτη ανακοπή του κοριτσιού.	ΠΑΤΡΑ	16 Μαΐου 2022 17:44
187	"Πάτρα - Συγκλονιστική μαρτυρία: ""Αν οι συγγενείς είχαν δράσει θα προλαβαίναμε την Τζωρτζίνα"""	https://www.news247.gr/koinonia/patra-sygklonistiki-martyria-an-oi-syggeneis-eichan-drasei-tha-prolavainame-tin-tzortzina.9629960.html	"Νέα μαρτυρία οικογενειακής φίλης της Ρούλας Πισπιρίγκου και του Μάνου Δασκαλάκη ρίχνει ""ευθύνες"" στους συγγενείς που έμειναν άπραγοι ενώ είχαν γνώση της κατάστασης."	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	14 Μαΐου 2022 09:22
188	"Φως στο Τούνελ: Συγκλονίζει το νέο trailer για την Πάτρα - Η μαρτυρία που ""καίει"" τη Ρούλα Πισπιρίγκου"	https://www.news247.gr/psixagogia/tileorasi/fos-sto-toynel-sygklonizei-to-neo-trailer-gia-tin-patra-i-martyria-poy-kaiei-ti-royla-pispirigkoy.9629480.html	"Συγκλονιστικό αναμένεται το αποψινό ""Φως στο Τούνελ"" με την Αγγελική Νικολούλη, η οποία επιστρέφει με νέα στοιχεία για την πολύκροτη υπόθεση της Πάτρας. Η παρέμβαση εισαγγελέα και η μαρτυρία που ""καίει"" τη μητέρα και άλλα πρόσωπα."	ΠΑΤΡΑ	13 Μαΐου 2022 17:46
189	Μάνος Δασκαλάκης: Το αινιγματικό μήνυμα έναν μήνα πριν τη σύλληψη της Ρούλας Πισπιρίγκου	https://www.news247.gr/koinonia/manos-daskalakis-to-ainigmatiko-minyma-enan-mina-prin-ti-syllipsi-tis-roylas-pispirigkoy.9628388.html	Προέβλεψε τη σύλληψη της Ρούλας Πισπιρίγκου ο Μάνος Δασκαλάκης; Το μήνυμα που δέχθηκε από διαδικτυακό του φίλο και το αινιγματικό σχόλιο ενάμιση μήνα πριν τη σύλληψη της μητέρας των τριών κοριτσιών. 	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	12 Μαΐου 2022 17:31
190	"Έλενα Ακρίτα - The Podcast: Η συντέλεια του Πούτιν, η Ρούλα το ""μαγκάκι"" και ο θρυλικός Γκουσγκούνης"	https://www.news247.gr/gnomes/elena-akrita/elena-akrita-the-podcast-i-synteleia-toy-poytin-i-royla-to-magkaki-kai-o-thrylikos-gkoysgkoynis.9625635.html	Η Έλενα Ακρίτα στο 30ο επεισόδιο του Podcast, μιλά για την παρέλαση στη Κόκκινη Πλατεία και τη Συντέλεια που δεν έγινε (ακόμα), ένα παιδικό τραγούδι κανιβαλισμού, τη γυναίκα της διπλανής πόρτας που δεν είναι η Πισπιρίγκου, και τον θάνατο του Κώστα Γκουσγκούνη.	ΕΛΕΝΑ ΑΚΡΙΤΑ PODCAST	11 Μαΐου 2022 09:12
191	"Δήμητρα Πισπιρίγκου σε Ρούλα: ""Θα πάω στον εισαγγελέα να σου πάρουν το παιδί"" - Τα SMS που αντάλλασσαν"	https://www.news247.gr/koinonia/dimitra-pispirigkoy-se-royla-tha-pao-ston-eisaggelea-na-soy-paroyn-to-paidi-ta-sms-poy-antallassan.9625276.html	Γεμάτοι ένταση και σκληρά λόγια οι διάλογοι μεταξύ των δύο αδερφών μετά τον θάνατο της Ίριδας. Τα SMS που έχουν στα χέρια τους οι αρχές.	ΠΑΤΡΑ	10 Μαΐου 2022 08:57
192	"Θάνατος τριών κοριτσιών: Οι γιατροί ""φωτογραφίζουν"" την Πισπιρίγκου "	https://www.news247.gr/koinonia/thanatos-trion-koritsion-oi-giatroi-fotografizoyn-tin-pispirigkoy.9625023.html	Για μία ακόμη φορά οι γιατροί του Καραμανδάνειου νοσοκομείου αναφέρουν στις καταθέσεις τους ότι η ανακοπή που υπέστη η Τζωρτζίνα δεν μπορεί να εξηγηθεί. 	ΡΟΥΛΑ ΠΙΣΠΙΡΙΓΚΟΥ	09 Μαΐου 2022 23:00
193	"Πάτρα: Στο φως μηνύματα των Πισπιρίγκου - Δασκαλάκη: ""Κάθε φορά που χωρίζουμε θα έχουμε μία απώλεια;"""	https://www.news247.gr/koinonia/patra-sto-fos-grapta-minymata-ton-pispirigkoy-daskalaki-kathe-fora-poy-chorizoyme-tha-echoyme-mia-apoleia.9623193.html	Νέες αποκαλύψεις που σοκάρουν από τα μηνύματα που αντάλλασσαν Ρούλα Πισπιρίγκου και Μάνος Δασκαλάκης πριν και μετά τους θανάτους των τριών κοριτσιών.	ΠΑΤΡΑ	08 Μαΐου 2022 12:35
194	Πάτρα: Νέες τοξικολογικές για Μαλένα και Ίριδα - Τι ανησυχεί τον Μάνο και γιατί απομονώθηκε	https://www.news247.gr/koinonia/patra-nees-toxikologikes-gia-malena-kai-irida-ti-anisychei-ton-mano-kai-giati-apomonothike.9621994.html	"Νέος κύκλος τοξικολογικών ερευνών για τα αίτια θανάτου της Μαλένας και της Ίριδας. Οι μαρτυρίες για τη ""χειριστική Ρούλα"" και τον πατέρα των αδικοχαμένων κοριτσιών."	ΠΑΤΡΑ	07 Μαΐου 2022 08:15
195	Πάτρα: Στην τελική ευθεία οι καταθέσεις γιατρών και νοσηλευτών - Η επόμενη κίνηση του Μάνου Δασκαλάκη	https://www.news247.gr/koinonia/patra-stin-teliki-eytheia-oi-katatheseis-giatron-kai-nosileyton-i-epomeni-kinisi-toy-manoy-daskalaki.9619261.html	Ολοκληρώνονται οι καταθέσεις γιατρών και νοσηλευτών που ασχολήθηκαν με την περίπτωση της 9χρονης Τζωρτζίνας. Τα στοιχεία που προκύπτουν για τη χορήγηση κεταμίνης.	ΘΑΝΑΤΟΣ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ	05 Μαΐου 2022 06:36
196	Φως στο Τούνελ: Η Αγγελική Νικολούλη επιστρέφει με αποκαλύψεις για την Πάτρα	https://www.news247.gr/psixagogia/tileorasi/fos-sto-toynel-i-aggeliki-nikoloyli-epistrefei-me-apokalypseis-gia-tin-patra.9618380.html	"Επιστρέφει με νέο επεισόδιο την Παρασκευή (06/05) η εκπομπή ""Φως στο Τούνελ"" της Αγγελικής Νικολούλης και το trailer ""υπόσχεται"" νέες αποκαλύψεις για τον θάνατο των τριών παιδιών στην Πάτρα."	ΠΑΤΡΑ	04 Μαΐου 2022 09:43
197	Πάτρα - Θάνατος Τζωρτζίνας: Συνεχίζονται οι καταθέσεις γιατρών και νοσηλευτών	https://www.news247.gr/koinonia/patra-thanatos-tzortzinas-synechizontai-oi-katatheseis-giatron-kai-nosileyton.9615967.html	Απαντήσεις για τη διαδρομή της κεταμίνης αναμένει η ανακρίτρια η οποία το επόμενο διάστημα θα λάβει καταθέσεις από περίπου 15 άτομα. Εν αναμονή του πορίσματος για την Ίριδα και τη Μαλένα.	ΠΑΤΡΑ	02 Μαΐου 2022 07:08
